sentence_original,sentence_simplified,sentence_manual
"En el parador de Castilla, calle angosta de san Bernardo, se halla José Pasqual con cinco galeras y tres carros matos cubiertos, con sus correspondientes mulas; y admite viajantes y cargulo para Valladolid, Palencia y toda la provincia de Castilla hasta Vitoria, advirticndo que saldrá el 3 ó4 del presente mes de febrero, dia mas ó menos.","En el parador de Castilla, que está en una calle estrecha de San Bernardo, se encuentra José Pasqual. Él tiene cinco galeras y tres carros matos cubiertos, cada uno con sus correspondientes mulas. Además, acepta viajantes y cargas para ir a Valladolid, Palencia y toda la provincia de Castilla hasta Vitoria.

Es importante mencionar que José Pasqual tiene previsto salir el 3 o 4 de febrero, aunque la fecha exacta puede variar.","En el parador de Castilla, que está en una calle estrecha de San Bernardo, se encuentra José Pasqual. Él tiene cinco galeras y tres carros grandes cubiertos, cada uno con sus correspondientes mulas. Además, acepta viajantes y cargas para ir a Valladolid, Palencia y toda la provincia de Castilla hasta Vitoria.

Es importante mencionar que José Pasqual tiene previsto salir el 3 o 4 de febrero, aunque la fecha exacta puede variar."
"Este es un axioma, luego debiendo moverse los atomos, y tener que subir ( no habiendo viento lateral que los cámbie el camino ) necesariamente han de ascender en columna vertical, que es la mas breve senda que pueden hacer.","Este es un principio fundamental. Los átomos deben moverse y subir en línea recta (si no hay viento lateral que los desvíe), lo cual es la ruta más corta que pueden tomar.","Este es un principio fundamental. Los átomos deben moverse y subir en línea recta (si no hay viento lateral que los desvíe), lo cual es la ruta más corta que pueden tomar."
"En virtud de providencia del Sr. D. Tadleo Soler, alcalde decano de la Real casa y corte, y para pago de acreedores se venden varios efectos de primoroso gusto, que se hallan en una cochera de la calle de la Salud, número 2, como se anunció en el diario de 10 de setiembre último, en los cuales se ha hecho una considerable rebaja; y estará abierto desde las 9 de la mañana hasta las 12, y por la tarde desde las 3 á las 5.","Se venden algunos objetos de gran calidad que se encuentran en un garaje en la calle de la Salud, número 2. Estos objetos serán vendidos para pagar a los acreedores. La venta fue anunciada en el periódico del 10 de septiembre pasado. En esta venta se ha hecho un descuento considerable en los precios. El garaje estará abierto desde las 9 de la mañana hasta las 12 y por la tarde desde las 3 hasta las 5.","Se venden algunos objetos de gran calidad que se encuentran en un garaje en la calle de la Salud, número 2. Estos objetos serán vendidos para pagar a los acreedores. La venta fue anunciada en el periódico del 10 de septiembre pasado. En esta venta se ha hecho un descuento considerable en los precios. El garaje estará abierto desde las 9 de la mañana hasta las 12 y por la tarde desde las 3 hasta las 5."
"1396 Historia de la vida de Santa María Magdalena, dividida en quince capitulos, con otras tantas reflexiones, sacadas de los diversos estados de su vida; escrita en francés por un religioso del Real convento de San Máximo, del orden de predicadores; y traducida al castellano por el Padre Fray Isidro de Galves, capuchino de la provincia de Andalucia, é ilustrada con varias notas del traductor; un tomo en octavo.","En el año 1396, se escribió un libro sobre la vida de Santa María Magdalena. Este libro está dividido en quince capítulos y también incluye reflexiones basadas en los diferentes momentos de su vida. Fue escrito en francés por un religioso del convento de San Máximo, que pertenece a la orden de predicadores. Luego, fue traducido al español por el Padre Fray Isidro de Galves, quien es un capuchino de la provincia de Andalucía. Además, el traductor agregó varias notas para ilustrar el texto. El libro consta de un solo tomo en formato octavo.","En el año 1396, se escribió un libro sobre la vida de Santa María Magdalena. Este libro está dividido en quince capítulos y también incluye reflexiones basadas en los diferentes momentos de su vida. Fue escrito en francés por un religioso del convento de San Máximo, que pertenece a la orden de predicadores. Luego, fue traducido al español por el Padre Fray Isidro de Galves, quien es un monje de la provincia de Andalucía. Además, el traductor agregó varias notas para ilustrar el texto. El libro consta de un solo tomo en formato octavo."
ICómo serán sus miembros separados: cómo sus porose cómo sus fibras: cómo sus venas: cómo los globulos de su humor ó su sangres cómo los globulillos que componen á estos globulos?,¿Cómo serán los miembros separados de ellos? ¿Cómo serán sus poros? ¿Cómo serán sus fibras? ¿Cómo serán sus venas? ¿Cómo serán los glóbulos de su humor o su sangre? ¿Cómo serán los glóbulos que componen a estos glóbulos?,¿Cómo serán los miembros separados de ellos? ¿Cómo serán sus poros? ¿Cómo serán sus fibras? ¿Cómo serán sus venas? ¿Cómo serán los glóbulos de su humor o su sangre? ¿Cómo serán los glóbulos que componen a estos glóbulos?
"En su cumplimiento desde hoy lunes 1.º de diciembre se rifarán las siguientes: una grande salvilla de plata; dos pomorosos candeleros; un platillo para despaviladeras; seis cubiertos regulares con sus cuchillos; otros seis medianos, tambien completos; y una muy graciosa y rica sortija de oro con relox de repeticion, guarnecida con 26 brillantes, y en la esfera tiene dos figuritas con sus mazos que to710 can las horas y cuartos; todas ellas á una suorte, y al moderado precio de dos rs.","A partir de hoy lunes 1 de diciembre, se llevará a cabo la rifa de los siguientes premios: una gran caja de plata, dos hermosos candelabros, un platillo para despertadores, seis juegos completos de cubiertos regulares con sus cuchillos, otros seis juegos medianos también completos, y un anillo de oro muy bonito y valioso con un reloj que suena, incrustado con 26 brillantes. En la esfera del reloj hay dos figuritas con sus mazos que golpean las horas y los cuartos. Todos estos premios se rifarán juntos por un precio moderado de dos reales.","A partir de hoy lunes 1 de diciembre, se llevará a cabo la rifa de los siguientes premios: una gran bandeja de plata, dos hermosos candelabros, un platillo para tijeras, seis juegos completos de cubiertos con sus cuchillos, otros seis juegos medianos también completos, y un anillo de oro muy bonito y valioso con un reloj que suena, incrustado con 26 brillantes. En la esfera del reloj hay dos figuritas con sus mazos que golpean las horas y los cuartos. Todos estos premios se rifarán juntos por un precio moderado de dos reales."
": la persona que quisiese hacer postura la verificará en el termino de 30 dias en el oficio del expresado notario, en el que se le manifestarán los titulos de propiedad, los capitales y cargas que tiene sobre sí.","La persona interesada en hacer una oferta deberá verificarla dentro de los próximos 30 días en la oficina del notario mencionado. En dicha oficina se le informarán los títulos de propiedad, los montos de dinero y las deudas que están asociadas a la oferta.","La persona interesada en hacer una oferta deberá verificarla dentro de los próximos 30 días en la oficina del notario mencionado. En dicha oficina se le informarán los títulos de propiedad, el dinero y las deudas que están asociadas a la oferta."
"¿Quantos corpusculillos, insectillos, filamentos, y otras tenuisimas moleculas hay que por su estupenda pequeñez, se escapan y escabullen al exámen amplificativo del miscroscopio de mas aumento?","¿Cuántas partículas minúsculas, insectos, hilos y otras moléculas extremadamente pequeñas hay que, debido a su increíble pequeñez, se escapan y se esconden al examen amplificado del microscopio de mayor aumento?","¿Cuántas partículas minúsculas, insectos, hilos y otras moléculas extremadamente pequeñas hay que, debido a su increíble pequeñez, se escapan y se esconden al examen amplificado del microscopio de mayor aumento?"
"El Sr Intensente de la Proviacia por su decreto de 23 del mes pasado ha aprobado el remate celebrado el dia 19 del mismo de una casa 621 en la poblacion del Lugar de Villaverde, correspondiente á la memoria que fundo Juana Delgado, sita en la calle de Atocha de dicho Pueblo, tasada en 2,563 rs.","El señor Intendente de la Provincia ha aprobado el remate de una casa ubicada en la calle de Atocha del pueblo de Villaverde. El remate se llevó a cabo el día 19 del mes pasado y la casa está valuada en 2,563 rs.","El señor Intendente de la Provincia ha aprobado la subasta de una casa ubicada en la calle de Atocha del pueblo de Villaverde. La subasta se llevó a cabo el día 19 del mes pasado y la casa está valuada en 2,563 reales"
"El dia 29 del pasado por la tar1156 de, se perdió un relicario de plata guarnecido de piedras de francia, con un lazo de lo mismo, sobre otro negro de cinta angosta, el fondo es azul, desde la calle de Santa Maria por la costanilla de las Trinitarias, hasta la casa del Excelentisimo Sr. Marques de Valdecarzana; la persona que le haya hallado le llevará á la tienda de la calle de Santa Maria, junto á la Costanilla de los Desamparados.","El día 29 del mes pasado, se perdió un objeto de plata con piedras de Francia y un lazo negro. El objeto tiene un fondo azul. Se perdió desde la calle de Santa Maria hasta la casa del Excelentísimo Sr. Marqués de Valdecarzana. Si alguien lo encuentra, por favor llévelo a la tienda de la calle de Santa Maria, cerca de la Costanilla de los Desamparados.","El día 29 del mes pasado, se perdió un estuche de recuerdos hecho en plata con piedras de Francia y un lazo negro. El objeto tiene un fondo azul. Se perdió desde la calle de Santa Maria hasta la casa del Excelentísimo Sr. Marqués de Valdecarzana. Si alguien lo encuentra, por favor llévelo a la tienda de la calle de Santa Maria, cerca de la Costanilla de los Desamparados."
"Eso fuera bueno quando yo hubiese hablado en el caso y sentido de un ayre puro, bomogeno y elemental; pero siendo relativamente al atmosferico que es una coalescencia, ó mixto impuro, heterogeneo, y cargado de materias extrañas, nada repugna que puedan ascender por él aquellos atomos; porque sin duda estos son mas leves que infinitas particulas desprendidas de los reynos animal, vegetable, y mineral que nadan y fluctuan por la atmosfera.","Eso sería bueno si yo hubiera hablado en el caso y sentido de un aire puro, homogéneo y elemental. Sin embargo, hablando relativamente del atmosférico que es una mezcla impura, heterogénea y cargada de sustancias extrañas, no es sorprendente que puedan ascender por él esos átomos. Esto se debe a que sin duda estos son más livianos que innumerables partículas desprendidas de los reinos animal, vegetal y mineral que flotan y se mueven en la atmósfera.","Eso sería bueno si yo hubiera hablado en el caso y sentido de un aire puro, homogéneo y elemental. Sin embargo, hablando sobre el atmosférico que es una mezcla impura, heterogénea y cargada de sustancias extrañas, no es sorprendente que puedan ascender por él esos átomos. Esto se debe a que sin duda estos son más ligeros que innumerables partículas desprendidas de los reinos animal, vegetal y mineral que flotan y se mueven en la atmósfera."
"Se ha perdido el dia 10 de este, un macho castaño con aparejos recien esquilado, rabon, desde la calle del Meson de Paredes, junto á la Escuela Pia; quien le hubiese hallado acudirá á la calle de Toledo posada de la Gallineria, donde darán el hallazgo.","Se ha extraviado el día 10 de este mes un caballo de color castaño con sus accesorios recién esquilados y cola corta, desde la calle del Mesón de Paredes, cerca de la Escuela Pía. Aquel que lo encuentre deberá acudir a la posada de la Gallinería en la calle de Toledo, donde se recompensará el hallazgo.","Se ha extraviado el día 10 de este mes un caballo de color castaño con sus accesorios desde la calle del Mesón de Paredes, cerca de la Escuela Pía. Aquel que lo encuentre deberá acudir a la posada de la Gallinería en la calle de Toledo, donde se recompensará el hallazgo."
"Si el mal es epidémico, esto es, si se contrae por la inspiracion, por el contacto del ayre en que fluctuan los miásmas pútridos, y éstos son de naturaleza alltalína, seguramente los neutralizará, los aprisionará, y los matará (permitaseme esta frase) el ácido muriático.","Si el mal se propaga de manera epidémica, es decir, si se contrae al inhalar el aire contaminado con microorganismos putrefactos de naturaleza tóxica, sin duda el ácido muriático los neutralizará, los atrapará y los eliminará (permítaseme esta expresión).","Si el mal se propaga de manera epidémica, es decir, si se contrae al inhalar el aire contaminado con microorganismos putrefactos de naturaleza tóxica, sin duda el ácido muriático los neutralizará, los atrapará y los eliminará (permítaseme esta expresión)."
"slásticos, especialmente Sacerdotes, asistan á los teatros; porque debiendo tener las costumbres Sacerdotales algo de divino, pierden esta hermosa calidad en la asistencia á los espectáculos públicos, diversiones opuestas al espíritu de compuncion de que debe vivir penetrado todo cristiano.","Muchos sacerdotes van a los teatros, a pesar de que deberían tener costumbres sagradas. Sin embargo, al asistir a espectáculos públicos, pierden esta cualidad divina y van en contra del espíritu de arrepentimiento que todo cristiano debería tener.","Muchos sacerdotes van a los teatros, a pesar de que deberían tener costumbres sagradas. Sin embargo, al asistir a espectáculos públicos, pierden esta cualidad divina y van en contra del espíritu de arrepentimiento que todo cristiano debería tener."
"La persona que hubiese encontrado en la noche del día 16 al 17 del pasado una colcha blanca de gusanillo, con el fleco algo anda do, y por la parte de arriba un pedazo de ella sin él, que se perdió en la mudanza de trastos, desde el rincon de las Pellas, hasta la calle de la Lechuga, inmedia ta á la Carcel de Corte; acuda con ella á Joseph Lopez en dicho rincon, escalera de la taberna, qto.","La persona que encontró una colcha blanca en la noche del día 16 al 17 del pasado, con el fleco un poco dañado, y con un pedazo de ella que se perdió durante la mudanza de objetos, desde el rincón de las Pellas hasta la calle de la Lechuga, cerca de la Cárcel de Corte; debe llevarla a Joseph Lopez en dicho rincón, en la escalera de la taberna, cuarto.","Sé perdió una colcha blanca en la noche del día 16 al 17 del pasado, con el fleco un poco dañado, y con un pedazo de ella que se perdió durante la mudanza de objetos. Fue entre el rincón de las Pellas y la calle de la Lechuga, cerca de la Cárcel de Corte. Si alguien la encontró debe llevarla a Joseph Lopez en dicho rincón, en la escalera de la taberna."
"El Diario que podria ser una continua palestra de todos los ingenios vemos que de algun tiempo le han reducido á simples proyectos, á chanzonetas, á bufonadas, y á otras cosas de este jaez, que ni aun sirven para divertir la imaginacion; y no puedo creer que esto sea por falta de material, antes 38 bien lo juzgo por demasiada escrupulosidad en publicar lo que le dirijan.","El periódico que antes solía ser un lugar de debate para todos los intelectuales, ahora se ha reducido a simples propuestas, bromas y cosas de este tipo, que ni siquiera sirven para entretener la imaginación. No puedo creer que esto sea porque no tienen suficiente material, sino más bien creo que se debe a una excesiva preocupación por publicar solo lo que les envían.","El periódico que antes solía ser un lugar de debate para todos los intelectuales, ahora se ha reducido a simples propuestas, bromas y cosas de este tipo, que ni siquiera sirven para entretener la imaginación. No puedo creer que esto sea porque no tienen suficiente material, sino más bien creo que se debe a una excesiva preocupación por publicar solo lo que les envían."
No verán mas que un lienzo que comprehende en su extension una gran porcion de piececitas que á manera de dados están colocadas de forma que no despertará jamás su atencion.,"Solo verán un lienzo con muchas piezas pequeñas colocadas como dados, de tal manera que nunca llamará su atención.","Solo verán un lienzo con muchas piezas pequeñas colocadas como dados, de tal manera que nunca llamará su atención."
"Yo, como Vmd. sabe, leo todos los que van saliendo modernamente; y aunque entiendo poco de si son ó no buenos, si me dixeran sus primores y sus defectos, me parece que discerniría unos y otros.","Yo leo todos los libros que salen ahora, y aunque no entiendo mucho si son buenos o malos, si me dijeran sus cosas buenas y malas, creo que podría distinguir unos de otros.","Yo leo todos los libros que salen ahora, y aunque no entiendo mucho si son buenos o no, si me dijeran sus encantos y defectos, creo que podría distinguir unos de otros."
"Encargamos tambien á los Vicarios de los pueblos de nuestro obispado que remitan á nuestra Secretaría una lista de los Eclesiasticos residentes en su distrito y jurisdiccion, expresando el ministerio y licencias que cada uno tuviere, especificando ademas si hay dentro de ella algunos Sacerdotes forasteros ó extraños de esta Diócesis, y que tiempo hay que residen en ella, si egercen algun ministerio y con que licencias: debiendo todos tener entendido que en virtud de este nuestro edicto quedan revocadas todas las licencias solo in verbis, concedidas por Nos, ó por alguno de nuestros predecesores, ó por el Calido en sede vacante.","También le pedimos a los Vicarios de los pueblos de nuestro obispado que envíen una lista de los sacerdotes que viven en su área, indicando su ministerio y licencias, y también si hay algunos sacerdotes extranjeros o de fuera de esta Diócesis, y cuánto tiempo llevan viviendo aquí, si ejercen algún ministerio y con qué licencias. Todos deben entender que, con este edicto nuestro, todas las licencias otorgadas por Nosotros o por alguno de nuestros predecesores, o por el Calido en sede vacante, quedan revocadas.","También le pedimos a los Vicarios de los pueblos de nuestro obispado que envíen una lista de los sacerdotes que viven en su área, indicando su ministerio y licencias, y también si hay algunos sacerdotes extranjeros o de fuera de esta Diócesis, y cuánto tiempo llevan viviendo aquí, si ejercen algún ministerio y con qué licencias. Todos deben entender que, con este edicto nuestro, todas las licencias otorgadas por Nosotros o por alguno de nuestros predecesores, o por el Calido en sede vacante, quedan revocadas."
"firmado por D. Joseph de Isla y Darán, comó apoderado de D. Gaspar Montoya, Ayudante que fué de Cirujano en el sitio de Gibraltar, dado en favor del caxero de la Tesoreria general; la persona que le hubiere hallado le entregará en dicha caxa.","El texto está firmado por D. Joseph de Isla y Darán, quien actúa como representante de D. Gaspar Montoya. Este último fue ayudante del cirujano durante el sitio de Gibraltar. El documento es otorgado en apoyo del cajero de la Tesorería general. La persona que lo encuentre lo entregará en dicha caja.","El texto está firmado por D. Joseph de Isla y Darán, quien actúa como representante de D. Gaspar Montoya. Este último fue ayudante del cirujano durante el sitio de Gibraltar. El documento es otorgado en apoyo del cajero de la Tesorería general. La persona que lo encuentre lo deberá entregar en dicha caja."
"Por la audiencia del Señor Don Pedro Gonzaléz Calderon, y Escribanía del Número de Don Gervasio Fernandez Izquierdo se sacó á pública subhasta una casa, sita en la calle del Bonetillo, con fachada á la plazuela de Herradores, número 4, manzana 413, que contiene 60i pies, tasada en la cantidad de 49.193.","El Señor Don Pedro Gonzaléz Calderon, a través de la Escribanía del Número de Don Gervasio Fernandez Izquierdo, llevó a cabo una subasta pública de una casa ubicada en la calle del Bonetillo, con fachada a la plazuela de Herradores, número 4, manzana 413. Esta casa tiene un tamaño de 60i pies y fue tasada en la cantidad de 49.193.","El Señor Don Pedro Gonzaléz Calderon, a través de la notaría de Don Gervasio Fernandez Izquierdo, llevó a cabo una subasta pública de una casa ubicada en la calle del Bonetillo, con fachada a la plazuela de Herradores, número 4, manzana 413. Esta casa tiene un tamaño de 60 pies y fue tasada en la cantidad de 49.193 reales."
"Hoy si el tiempo lo permitiere es la quinta funcion eqüestre, de las que por la compañia de Juan Gadiz, unida á la de Domingo Cambon, se han de celebrar en la Plaza de los Toros, fuera de la puerta de Alcalá , con el piadoso fin de que parte de su producto se invierta en la curacion de los enfermos de los Reales Hospitales General y Pasion de esta Corte.","Hoy, si el clima lo permite, se llevará a cabo la quinta función ecuestre. Estas funciones son organizadas por la compañía de Juan Gadiz, en colaboración con la compañía de Domingo Cambon. Se realizarán en la Plaza de los Toros, ubicada fuera de la puerta de Alcalá. El propósito de estas funciones es recaudar fondos para la curación de los enfermos de los Reales Hospitales General y Pasión de esta ciudad.","Hoy, si el clima lo permite, se llevará a cabo la quinta función a caballo. Estas funciones son organizadas por la compañía de Juan Gadiz, en colaboración con la compañía de Domingo Cambon. Se realizarán en la Plaza de los Toros, ubicada fuera de la puerta de Alcalá. El propósito de estas funciones es recaudar fondos para la curación de los enfermos de los Reales Hospitales General y Pasión de esta ciudad."
"El memorialista que está en la plazuela de Anton Martin, número 8, dará razon de un quarto pintado, con sol todo el dia en tres balcones, que renta solo 6.","El escritor de memorias que se encuentra en la pequeña plaza de Anton Martin, en el número 8, hablará sobre un cuarto pintado que cuenta con sol durante todo el día en tres balcones, y que tiene un alquiler de tan solo 6.","El escritor de memorias que se encuentra en la pequeña plaza de Anton Martin, en el número 8, hablará sobre un cuarto pintado que cuenta con sol durante todo el día en tres balcones, y que tiene un alquiler de tan solo 6."
"Sr. Editor: muy señor mio: Los terribles y espantosos males que han sufrido los pueblos que se vieron visitados con el azote de la peste, hi 2 cieron renacer en el corazon de los atribulados la creencia de aquellas verdades de la religion, que nos aseguran de la proteccion del cielo, y que nos enseñan la obligacion de reformar nuestras costumbres para merecerla.","Sr. Editor: Estimado señor: Los graves y terribles sufrimientos que han experimentado los pueblos que fueron afectados por la enfermedad de la peste, despertaron de nuevo en el corazón de los afligidos la fe en las verdades religiosas que nos aseguran la protección divina y nos enseñan la necesidad de cambiar nuestras costumbres para merecerla.","Estimado señor editor. Los graves y terribles sufrimientos que han experimentado los pueblos que fueron afectados por la enfermedad de la peste, despertaron de nuevo en el corazón de los atormentados la fe en las verdades religiosas que nos aseguran la protección divina y nos enseñan la necesidad de cambiar nuestras costumbres para merecerla."
"Asi que, teniendo presentes los repetidos sagrados Canones que prohiben absolutamente á los Ministros del Altar el concurrir á los públicos espectáculos y diversiones teatrales; por tanto renovamos la dicha prohibicion, contenida tambien en el Sínodo de esta nuestra Diócesis (tit.","Por lo tanto, recordando las repetidas normas sagradas que prohíben absolutamente a los sacerdotes asistir a espectáculos públicos y obras de teatro; por lo tanto, renovamos esta prohibición, también incluida en el Sínodo de nuestra Diócesis (tit.","Por lo tanto, recordando las repetidas normas sagradas que prohíben absolutamente a los sacerdotes asistir a espectáculos públicos y obras de teatro; por lo tanto, renovamos esta prohibición, también incluida en la junta de nuestra Diócesis."
"Norabuena que se dexe á nuestros cómicos, puesto que segun nos dicen, se piensa seriamente en su mayor perfeccion; pero por qué ha de corter la misma pariedad en las obras que generalmente se publican quando el crisól de éstas es la sana crítica?","Enhorabuena a nuestros actores, ya que según nos dicen, se está pensando seriamente en mejorar su calidad; pero, ¿por qué se debe limitar la diversidad en las obras que normalmente se publican cuando la crítica constructiva es la base de estas?","Enhorabuena a nuestros cómicos, ya que según nos dicen, se está pensando seriamente en mejorar su calidad; pero, ¿por qué se debe limitar la diversidad en las obras que normalmente se publican cuando la crítica constructiva es la base de estas?"
"En la botica de la calle de Atocha frente á la de la Concepcion, darán razon de una tienda de cirujano, que se traspasa con permiso del casero.","En la farmacia de la calle de Atocha, enfrente de la de la Concepción, te informarán sobre una tienda de cirujano que se está traspasando con el permiso del propietario.","En la farmacia de la calle de Atocha, enfrente de la de la Concepción, se informará sobre una tienda de cirujano que se está traspasando con el permiso del casero."
"Sus precios al presente son los mismos que se anunciaron.=Tambien se halla de venta un catre de fierro nuevo, con su cabecera de dibuxo y pabellon de última moda, bien construido y pulimentado; y una placa de acero adiamantada y esmaltada, de la real órden de Cárlos ni, para un caballero de gusto.","En la actualidad, los precios son los mismos que se anunciaron. Además, hay a la venta un catre de hierro nuevo con una cabecera decorada y un dosel de última moda, que está bien construido y pulido. También se encuentra disponible una placa de acero diamantado y esmaltado, que es de la real orden de Carlos III, para un caballero con buen gusto.","En la actualidad, los precios son los mismos que se anunciaron. Además, hay a la venta una cama de hierro nuevo con una cabecera decorada y un dosel de última moda, que está bien construido y pulido. También se encuentra disponible una placa de acero diamantado y esmaltado, que es de la real orden de Carlos III, para un caballero con buen gusto."
"1272 muriático, se esparciría por toda la atmósfera, y no podria dañar los pulmones de las personas, supuesto que ya estaría convertido en otra materia, un quarto de hora despues que se hiciese la operacion, la que se deberla repetir en las casas en quartos cerrados, y sin gente.","El muriático, que es un gas tóxico, se esparciría por el aire. Sin embargo, no podría dañar los pulmones de las personas, ya que se convertiría en otra sustancia quince minutos después de realizada la operación. Esta operación debería repetirse en habitaciones cerradas y sin personas presentes.","El muriático, que es un gas tóxico, se esparciría por el aire. Sin embargo, no podría dañar los pulmones de las personas, ya que se convertiría en otra sustancia quince minutos después de realizada la operación. Esta operación debería repetirse en habitaciones cerradas y sin personas presentes."
"Han llegado á mi noticia repetidas quejas de que no se cumplen con la debida exactitud mis Reales decretos de 6 de enero de 1815, 12 de mayo y 5 de agosto de 1818, que tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben satisfacerse antes de poder usar de cruces ó condecoraciones españolas ó extrangeras; y a fin de remediar este abuso, con presencia de lo determinado por mi Real decreto de 1 de febrero de este año, y Real orden de 19 de mayo inmediato, comunicada por mi secretaria de Estado y del Despacho, he venido en decretar, despues de haber oido á mi consejo de Ministros, lo siguiente: 1.º Todos los españoles, sin excepcion alguna, estan obligados á obte2 ner una licencia especial para poder usar de cruces ó condecoraciones extrangeras de cualquiera clase que sean.","He recibido varias quejas de que mis decretos de enero de 1815, mayo y agosto de 1818 no se están cumpliendo correctamente. Estos decretos tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben pagarse antes de poder usar cruces o condecoraciones españolas o extranjeras. Para solucionar este problema, teniendo en cuenta mi decreto de febrero de este año y la orden real de mayo, he decidido lo siguiente después de consultar a mi consejo de Ministros: 1. Todos los españoles, sin excepción, deben obtener una licencia especial para poder usar cualquier tipo de cruz o condecoración extranjera.","He recibido varias quejas de que mis decretos de enero de 1815, mayo y agosto de 1818 no se están cumpliendo correctamente. Estos decretos tratan sobre las asignaciones al hospital general de Madrid y al Crédito público, que deben pagarse antes de poder usar cruces o condecoraciones españolas o extranjeras. Para solucionar este problema, teniendo en cuenta mi decreto de febrero de este año y la orden real de mayo, he decidido lo siguiente después de consultar a mi consejo de Ministros: 1. Todos los españoles, sin excepción, deben obtener una licencia especial para poder usar cualquier tipo de cruz o condecoración extranjera."
"El mucho aprecio que nos merecen las Sagradas Religiones, cuyos individuos forman una parte muy principal del estado Eclesiástico, nos pone en la necesidad de prevenir cualquiera cosa que pueda ajar y marchitar la buena reputacion que siempre han conservado.","Valoramos mucho las Sagradas Religiones, cuyos miembros son una parte muy importante del clero. Por eso, debemos evitar cualquier cosa que pueda dañar la buena reputación que siempre han mantenido.","Valoramos mucho las Sagradas Religiones, cuyos miembros son una parte muy importante del clero. Por eso, debemos evitar cualquier cosa que pueda dañar la buena reputación que siempre han mantenido."
"En el coliséo de la calle de la Cruz se representa la comedia intitulada: Muy bien sabe un Montanes donde le aprista el zapato; de Figuron; con una tonadilla, y saynete por fin de fiesta: á las quatro y media.","En el coliseo de la calle de la Cruz se presenta una obra de teatro llamada ""Muy bien sabe un Montañés donde le aprista el zapato"", escrita por Figurón. Además, se incluye una tonadilla y un saynete como parte del espectáculo. La función comienza a las cuatro y media.","En el coliseo de la calle de la Cruz se presenta una obra de teatro llamada ""Muy bien sabe un Montañés donde le aprista el zapato"", escrita por Figurón. Además, se incluye una canción ligera y una obra cómica corta como parte del espectáculo. La función comienza a las cuatro y media."
"El que supiese de él se servirá dar razon en el paesto principal de este periódico, carrera de san Gerónimo, frente á la Soledad, y recibirá una buena recompensa.","Si alguien tiene información sobre él, puede proporcionarla en la oficina principal de este periódico, ubicada en la calle San Gerónimo, enfrente de la Soledad. A cambio, recibirá una recompensa generosa.","Si alguien tiene información sobre él, puede proporcionarla en la oficina principal de este periódico, ubicada en la calle San Gerónimo, enfrente de la Soledad. A cambio, recibirá una recompensa generosa."
"La persona que quisiere hacer postura acuda á la casa administracion sita en dicho real sitio, á qualquiera hora del dia, que se admitirán las proposiciones que se hagan, siendo arregladas.","La persona que quiera hacer una oferta debe ir a la casa de administración ubicada en ese lugar, a cualquier hora del día. Se aceptarán las propuestas que se hagan, siempre y cuando estén en conformidad.","La persona que quiera hacer una oferta debe ir a la casa de administración ubicada en ese lugar, a cualquier hora del día. Se aceptarán las propuestas que se hagan, siempre y cuando sean válidas."
"Desengañemonos: mientras no se critiquen las piezas dramaticas con la escrupulosidad que corresponde, jamas podemos esperar que nuestro teatro se mejore en esta parte; tanto mas quanto empieza á reynar en ella un gusto cien mil veces mas disparatado que el que le hechó á perder en los tiempos de Lope y Calderón, y que no será capaz de cortarle sino la critica.","Hay que ser realistas: si no se critican las obras de teatro con la debida seriedad, nunca podremos esperar que nuestro teatro mejore en este aspecto. Esto es aún más importante ahora que ha surgido un gusto aún más extravagante que el que arruinó el teatro en los tiempos de Lope y Calderón, y solo la crítica podrá ponerle fin.","Hay que ser realistas: si no se critican las obras de teatro con la debida seriedad, nunca podremos esperar que nuestro teatro mejore en este aspecto. Esto es aún más importante ahora que ha surgido un gusto aún más extravagante que el que arruinó el teatro en los tiempos de Lope y Calderón, y solo la crítica podrá ponerle fin."
"No soy médico: y asi no puedo saber si será suficiente el metodo que indico, para encadenar la epidemia, ó contagio, que tiene con razon consternados los animos.","No soy médico, por lo tanto no puedo determinar si el método que sugiero será suficiente para controlar la epidemia o contagio que está causando preocupación en las personas.","No soy médico, por lo tanto no puedo determinar si el método que sugiero será suficiente para controlar la epidemia o contagio que está causando preocupación en las personas."
"La persona que quisiere hacer postura á dicha finca acuda ante el expresado Sr. Juez por la escribanía principal de comision, del cargo de D. Juan Villa y Olier , sita dentro de las casas Consistoriales del Excmo.","La persona que quiera hacer una oferta por esa propiedad debe ir ante el señor juez a través de la oficina principal de comisiones, a cargo del señor Juan Villa y Olier, ubicada dentro de los edificios municipales del Excmo.","La persona que quiera hacer una oferta por esa propiedad debe ir ante el señor juez a través de la notaría principal de comisiones, a cargo del señor Juan Villa y Olier, ubicada dentro de los edificios municipales del Excelentísimo."
"que aunque me hallo algunas leguas de la Corte, privado de las delicias que encierra, no carezco de las que franquean los papeles públicos que en el dia abundan en ella por tener Vmd.","Aunque me encuentro lejos de la Corte, no tengo las mismas comodidades que ofrece. Sin embargo, tengo acceso a las noticias que se publican en los periódicos gracias a usted.","Aunque me encuentro lejos de la Corte y no tengo las mismas comodidades que ofrece, tengo acceso a las noticias que se publican en los periódicos gracias a usted."
